73,FF0B,0206,2B06,3806,8006
0C,1980,0625,0633,0679,066B
0C,1981,062A,0630,0673,066D
0C,1982,062D,0632,0674,0670
0C,1983,062E,0634,0674,066E
0C,1984,0629,062C,0675,0674
0C,1985,0628,0628,0672,0673
0C,1986,0628,062D,0672,066F
0C,1987,0628,062E,0675,0671
0C,1988,0628,0630,0677,0670
0C,1989,0626,0632,0678,066B
0C,198A,0623,0637,0678,0665
0C,198B,0627,0635,0676,0667
0C,198C,062B,0639,0675,0668
0C,198D,062B,063C,0679,0668
0C,198E,062A,063D,0677,0665
0C,198F,0629,063B,0676,0665
0C,1990,0626,0637,0678,0668
0C,1991,0627,0638,067B,066C
0C,1992,0627,0638,067B,066C
0C,1993,062A,0635,0677,066C
0C,1994,0628,0631,0675,066D
0C,1995,0627,062E,0676,0670
0C,1996,062A,0632,0676,0670
0C,1997,062B,0631,0675,0671
0C,1998,0628,062E,0676,0670
0C,1999,0626,062E,0674,066C
0C,199A,0626,062D,0675,066F
0C,199B,0629,0634,0678,066E
0C,199C,0628,063A,067A,0669
0C,199D,0627,0638,0679,0669
0C,199E,0628,0635,0675,0668
0C,199F,0626,0634,0678,066B
0C,19A0,0629,063A,067A,066A
0C,19A1,062A,063A,0678,066B
0C,19A2,0625,0635,067A,066C
0C,19A3,0627,0634,0676,0668
0C,19A4,0629,0633,0674,066B
0C,19A5,0628,0632,0678,066F
0C,19A6,062A,0638,0677,066B
0C,19A7,0628,0631,0677,066F
0C,19A8,0627,062E,0676,066F
0C,19A9,0627,0634,0677,066B
0C,19AA,0626,0637,067C,066C
0C,19AB,0626,063A,067B,0668
0C,19AC,0625,0638,067B,0668
0C,19AD,0625,0637,0679,0666
0C,19AE,0627,0638,0677,0668
0C,19AF,0628,063D,067C,0669
0C,19B0,062B,063F,0679,0667
0C,19B1,0628,0638,0679,0669
0C,19B2,0624,0638,067A,0668
0C,19B3,0628,063A,0678,0667
0C,19B4,0629,0637,0679,066D
0C,19B5,062C,0636,0676,066E
0C,19B6,062A,0631,0675,066F
0C,19B7,0628,062C,0675,0671
0C,19B8,062B,0632,0673,066D
0C,19B9,062A,0631,0677,0672
0C,19BA,062A,0633,0676,066F
0C,19BB,0628,0632,0677,066E
0C,19BC,0625,0630,0678,066E
0C,19BD,0628,0637,0678,0669
0C,19BE,0624,0636,067F,066F
0C,19BF,0627,0639,067C,066B
0C,19C0,062B,0639,0677,0668
0C,19C1,0627,0637,0679,0668
0C,19C2,062B,063E,0676,0664
0C,19C3,0626,0637,067E,066D
0C,19C4,0627,063A,067B,0668
0C,19C5,0626,0639,067A,0667
0C,19C6,0623,0632,067A,066B
0C,19C7,0629,0635,0677,066C
0C,19C8,0629,0633,0679,0670
0C,19C9,062B,0637,0675,066C
0C,19CA,0627,0631,0678,066F
0C,19CB,0625,062E,0678,066F
0C,19CC,0629,0636,0677,066B
0C,19CD,0628,0634,067A,066F
0C,19CE,0629,0639,0678,0669
0C,19CF,0628,0638,0678,0669
0C,19D0,0626,0635,0679,066A
0C,19D1,062C,063B,0675,0668
0C,19D2,0627,063A,067C,066C
0C,19D3,062A,063C,0678,0668
0C,19D4,0628,0637,0678,0669
0C,19D5,0625,0635,0679,0668
0C,19D6,062A,063A,0676,0667
0C,19D7,0628,0634,067A,0670
0C,19D8,0627,0633,067B,066F
0C,19D9,0625,0634,067A,066B
0C,19DA,0624,0630,067A,066E
0C,19DB,0627,0632,0678,066E
0C,19DC,0628,0636,0679,066E
0C,19DD,0629,0636,0678,066C
0C,19DE,0628,0637,0677,0668
0C,19DF,0625,0635,0679,066A
0C,19E0,0628,0638,0679,066A
0C,19E1,062A,063B,0679,066B
0C,19E2,0627,0638,067A,066A
0C,19E3,0628,0639,0678,0667
0C,19E4,0626,0635,0679,066A
0C,19E5,0628,0638,0679,0669
0C,19E6,062A,0638,0679,066D
0C,19E7,0627,0633,067A,066E
0C,19E8,0627,0633,0678,066C
0C,19E9,0626,0632,0678,066C
0C,19EA,0629,0634,0677,066E
0C,19EB,062B,0635,0678,066F
0C,19EC,0628,0633,0676,066C
0C,19ED,0629,0634,0676,066C
0C,19EE,0628,0633,0676,066C
0C,19EF,062A,0636,0677,066C
0C,19F0,0629,0637,0679,066D
0C,19F1,0629,0636,067A,066C
0C,19F2,0626,0635,0679,066A
0C,19F3,0624,0633,0679,066A
0C,19F4,0628,0635,067A,066C
0C,19F5,0629,0638,067A,066D
0C,19F6,0628,0636,0679,066C
0C,19F7,0628,0634,0678,066B
0C,19F8,0627,0634,0678,066A
0C,19F9,0628,0638,0679,066B
0C,19FA,0628,0638,067B,066D
0C,19FB,0626,0638,067B,066A
0C,19FC,0624,0636,067B,0668
0C,19FD,0623,0636,067B,0668
0C,19FE,0626,063A,067B,0669
0C,19FF,0628,063B,067C,066A
0C,1A00,0628,0638,067A,066A
0C,1A01,0626,0636,0678,0669
0C,1A02,0626,0637,0678,0668
0C,1A03,0629,0638,0679,066B
0C,1A04,062A,0638,067A,066E
0C,1A05,062A,0636,0677,066C
0C,1A06,0629,0631,0676,066D
0C,1A07,0628,062F,0675,066F
0C,1A08,062C,0634,0676,066F
0C,1A09,062C,0634,0677,0671
0C,1A0A,062B,0631,0676,0671
0C,1A0B,0628,0631,0677,066F
0C,1A0C,0629,0632,0675,066D
0C,1A0D,062A,0634,0677,066F
0C,1A0E,0629,0635,067A,066F
0C,1A0F,0628,0638,067A,066A
0C,1A10,0624,0635,067B,066A
0C,1A11,0625,0634,067A,066B
0C,1A12,0629,063B,067A,0668
0C,1A13,0628,063A,067C,066C
0C,1A14,0627,0639,067A,066A
0C,1A15,0626,0636,0679,0669
0C,1A16,0626,0635,0679,066A
0C,1A17,062B,0639,0678,066C
0C,1A18,062B,0636,0679,066F
0C,1A19,0628,0633,0678,066E
0C,1A1A,0627,0632,0677,066D
0C,1A1B,0628,0632,0677,066D
0C,1A1C,062A,0636,0678,066D
0C,1A1D,062A,0635,0679,066E
0C,1A1E,0628,0634,0679,066D
0C,1A1F,0627,0637,0678,0668
0C,1A20,0625,0636,067A,0669
0C,1A21,0628,0638,067A,066C
0C,1A22,0629,0639,0679,066C
0C,1A23,0627,0635,067A,066C
0C,1A24,0628,0636,0678,0669
0C,1A25,0627,0635,0679,066B
0C,1A26,062A,0637,067A,066E
0C,1A27,062A,0634,0678,0670
0C,1A28,062A,0631,0677,0670
0C,1A29,0629,0631,0676,066D
0C,1A2A,0629,062F,0675,0670
0C,1A2B,062B,0631,0676,0672
0C,1A2C,062C,0633,0676,0671
0C,1A2D,062A,0632,0677,0670
0C,1A2E,0628,0631,0676,066D
0C,1A2F,0628,0633,0678,066D
0C,1A30,0628,0637,067B,066D
0C,1A31,0628,063A,067B,066A
0C,1A32,0624,0637,067D,066A
0C,1A33,0627,0639,0679,0667
0C,1A34,0625,0636,067B,066B
0C,1A35,0628,063A,067C,066B
0C,1A36,062C,063C,0679,0669
0C,1A37,0627,0637,067B,066C
0C,1A38,0627,0638,0679,0668
0C,1A39,0625,0637,067B,066A
0C,1A3A,0629,0637,067A,066D
0C,1A3B,0629,0632,0679,0672
0C,1A3C,0627,062D,0679,0673
0C,1A3D,0627,062F,0676,066F
0C,1A3E,062A,062D,0675,0673
0C,1A3F,062D,0630,0676,0674
0C,1A40,062D,0633,0675,0670
0C,1A41,062A,062E,0676,0672
0C,1A42,0629,0630,0675,066E
0C,1A43,0628,0632,0678,066F
0C,1A44,0629,0635,067A,0670
0C,1A45,0628,0637,067B,066D
0C,1A46,0624,0636,067D,066B
0C,1A47,0624,0636,067B,0669
0C,1A48,0628,0637,0679,066B
0C,1A49,0629,0638,067B,066D
0C,1A4A,062B,063B,0679,066A
0C,1A4B,0629,0636,0679,066C
0C,1A4C,0628,0634,0677,066B
0C,1A4D,062B,0637,0675,066B
0C,1A4E,062A,0631,0679,0673
0C,1A4F,0629,0631,0678,0673
0C,1A50,0627,0631,0679,066F
0C,1A51,0625,062C,0678,0671
0C,1A52,0627,062E,0677,0672
0C,1A53,062B,0633,0678,0671
0C,1A54,062C,0635,0676,066F
0C,1A55,062B,0632,0675,0670
0C,1A56,0628,0631,0677,066E
0C,1A57,062A,063A,0678,0668
0C,1A58,0628,0638,067C,066D
0C,1A59,0629,0636,067B,066E
0C,1A5A,062A,0639,0677,0668
0C,1A5B,0626,0635,067A,066A
0C,1A5C,0629,0639,0678,0669
0C,1A5D,0628,0638,067C,066D
0C,1A5E,0628,0637,067B,066D
0C,1A5F,062B,0636,0675,066C
0C,1A60,0627,0630,0677,066F
0C,1A61,0629,0634,0678,066E
0C,1A62,062A,0634,0679,0671
0C,1A63,0629,0631,0679,0672
0C,1A64,062B,0633,0676,066D
0C,1A65,0628,0630,0676,066F
0C,1A66,062B,0633,0676,066F
0C,1A67,062C,0636,0678,0670
0C,1A68,062A,0636,0679,066E
0C,1A69,0629,0637,0678,0669
0C,1A6A,0625,0635,0679,066B
0C,1A6B,0626,0638,067B,066B
0C,1A6C,0627,0639,067C,066B
0C,1A6D,0625,0636,067C,066D
0C,1A6E,0627,0637,067A,0669
0C,1A6F,0626,0635,0678,066A
0C,1A70,062A,0637,0678,066C
0C,1A71,062C,0638,0678,066E
0C,1A72,062B,0635,0677,066F
0C,1A73,062B,0632,0676,066D
0C,1A74,0627,0630,0677,066F
0C,1A75,062A,0633,0678,0670
0C,1A76,062B,0635,0678,0670
0C,1A77,0628,0632,0679,0670
0C,1A78,0629,0631,0677,066E
0C,1A79,0628,0631,0676,066D
0C,1A7A,062B,0634,0677,066F
0C,1A7B,062C,0637,0678,066F
0C,1A7C,0629,0636,0679,066D
0C,1A7D,0627,0637,067A,0669
0C,1A7E,0625,0636,067A,0669
0C,1A7F,0628,0639,067A,066B
0C,1A80,0629,063B,067C,066B
0C,1A81,0627,0639,067B,066B
0C,1A82,0627,0637,0679,0669
0C,1A83,0627,0636,0678,0669
0C,1A84,062A,0637,0679,066C
0C,1A85,062B,0638,0679,066E
0C,1A86,062A,0635,0678,066E
0C,1A87,0629,0632,0676,066E
0C,1A88,0628,0632,0676,066D
0C,1A89,0629,0634,0678,066F
0C,1A8A,062B,0635,0678,0670
0C,1A8B,062A,0634,0678,066F
0C,1A8C,062A,0633,0676,066D
0C,1A8D,062A,0632,0676,066E
0C,1A8E,062B,0635,0678,066F
0C,1A8F,062C,0639,0678,066D
0C,1A90,0628,0636,067A,066D
0C,1A91,0626,0634,067A,066B
0C,1A92,0626,0635,0679,066A
0C,1A93,0628,0637,067B,066D
0C,1A94,062A,0638,067A,066E
0C,1A95,062A,0636,0679,066D
0C,1A96,062A,0635,0676,066C
0C,1A97,062A,0633,0675,066D
0C,1A98,062B,0635,0677,066E
0C,1A99,062C,0636,0678,066F
0C,1A9A,0629,0633,0678,066F
0C,1A9B,0628,0633,0677,066D
0C,1A9C,0627,0633,0678,066C
0C,1A9D,0629,0636,067A,066F
0C,1A9E,062B,0638,0679,066E
0C,1A9F,0629,0637,0679,066B
0C,1AA0,0627,0636,0679,066A
0C,1AA1,0626,0636,0679,066A
0C,1AA2,0628,0639,067C,066B
0C,1AA3,0629,063B,067B,066A
0C,1AA4,0627,0638,067C,066A
0C,1AA5,0625,0636,067B,0669
0C,1AA6,0626,0637,067A,0668
0C,1AA7,0629,0638,067B,066D
0C,1AA8,062A,0639,0679,066E
0C,1AA9,062B,0636,0678,066D
0C,1AAA,0629,0633,0676,066D
0C,1AAB,062A,0631,0675,066F
0C,1AAC,062B,0633,0678,0670
0C,1AAD,062B,0634,0678,0671
0C,1AAE,062A,0631,0678,0670
0C,1AAF,0628,062F,0677,066F
0C,1AB0,0629,0632,0677,066E
0C,1AB1,062B,0634,0678,0670
0C,1AB2,062B,0635,0678,0670
0C,1AB3,062A,0636,0678,066D
0C,1AB4,0628,0636,0678,066A
0C,1AB5,0627,0637,0679,0669
0C,1AB6,0628,0639,067B,066C
0C,1AB7,0629,063B,067C,066B
0C,1AB8,0626,0638,067C,066B
0C,1AB9,0626,0636,067A,0669
0C,1ABA,0627,0638,0679,0669
0C,1ABB,0629,0639,067B,066C
0C,1ABC,062A,0639,067A,066C
0C,1ABD,062A,0637,0678,066C
0C,1ABE,0629,0633,0676,066C
0C,1ABF,062A,0633,0676,066E
0C,1AC0,062A,0635,0679,0670
0C,1AC1,062B,0635,0679,0670
0C,1AC2,062A,0632,0677,066F
0C,1AC3,0628,0631,0677,066E
0C,1AC4,0629,0634,0677,066D
0C,1AC5,062A,0636,0678,066F
0C,1AC6,0629,0637,067A,066E
0C,1AC7,0628,0638,067A,066A
0C,1AC8,0626,0636,067B,0669
0C,1AC9,0627,0636,067A,066B
0C,1ACA,062A,063B,067B,066B
0C,1ACB,062A,063A,067C,066C
0C,1ACC,0628,0638,067B,066B
0C,1ACD,0626,0637,067A,0669
0C,1ACE,0628,0638,067A,066A
0C,1ACF,062B,0638,067A,066D
0C,1AD0,062A,0636,067A,066E
0C,1AD1,0628,0634,0678,066E
0C,1AD2,0628,0630,0678,066E
0C,1AD3,0628,0633,0678,066F
0C,1AD4,062B,0636,0678,066F
0C,1AD5,062B,0635,0678,0670
0C,1AD6,062A,0633,0677,066E
0C,1AD7,0628,0633,0677,066C
0C,1AD8,0629,0635,0678,066D
0C,1AD9,0629,0639,067B,066D
0C,1ADA,0627,0639,067C,066C
0C,1ADB,0627,0636,067B,066C
0C,1ADC,0627,0636,0679,0669
0C,1ADD,0626,0637,067B,066B
0C,1ADE,0628,0639,067B,066D
0C,1ADF,0629,0638,067B,066C
0C,1AE0,0628,0637,0679,066B
0C,1AE1,0628,0635,0679,066A
0C,1AE2,0629,0634,0678,066D
0C,1AE3,062A,0636,0677,066E
0C,1AE4,0629,0637,067A,066E
0C,1AE5,0629,0634,0678,066D
0C,1AE6,0628,0633,0677,066C
0C,1AE7,0629,0636,0679,066D
0C,1AE8,062A,0638,067A,066E
0C,1AE9,0629,0638,067A,066D
0C,1AEA,0627,0637,067A,066A
0C,1AEB,0625,0636,0679,066A
0C,1AEC,0627,0638,067B,066B
0C,1AED,0628,063A,067D,066C
0C,1AEE,0628,0639,067D,066B
0C,1AEF,0627,0637,067B,066A
0C,1AF0,0626,0636,067A,0669
0C,1AF1,0628,0638,067B,066C
0C,1AF2,062A,063A,067A,066D
0C,1AF3,0629,0637,0679,066D
0C,1AF4,0628,0635,0679,066D
0C,1AF5,0628,0632,0677,066D
0C,1AF6,062A,0634,0678,066E
0C,1AF7,062B,0636,0679,0670
0C,1AF8,062B,0635,0678,066F
0C,1AF9,062A,0632,0677,066F
0C,1AFA,0629,0632,0676,066E
0C,1AFB,062B,0635,0677,066F
0C,1AFC,062C,0637,0679,066F
0C,1AFD,062A,0635,0678,066E
0C,1AFE,0627,0635,0679,066B
0C,1AFF,0626,0636,067A,0669
0C,1B00,0627,0638,067C,066B
0C,1B01,0629,0639,067C,066C
0C,1B02,0628,063A,067B,066B
0C,1B03,0627,0638,067A,0669
0C,1B04,0626,0637,067A,0669
0C,1B05,0628,0639,067B,066B
0C,1B06,062A,063A,067B,066D
0C,1B07,062A,0638,0679,066C
0C,1B08,0627,0635,0679,066C
0C,1B09,0627,0635,0678,066B
0C,1B0A,0629,0636,067A,066E
0C,1B0B,062A,0636,067A,066F
0C,1B0C,0629,0636,0679,066E
0C,1B0D,0628,0634,0678,066C
0C,1B0E,0627,0634,0677,066B
0C,1B0F,0629,0637,067A,066D
0C,1B10,062A,0638,067A,066D
0C,1B11,0629,0637,0679,066C
0C,1B12,0627,0636,067A,066B
0C,1B13,0626,0635,0679,066A
0C,1B14,0628,0638,067A,066C
0C,1B15,0629,0639,067B,066E
0C,1B16,0629,0636,067A,066D
0C,1B17,0629,0634,0678,066C
0C,1B18,0628,0634,0677,066C
0C,1B19,062A,0636,0679,066F
0C,1B1A,062B,0637,0679,0670
0C,1B1B,0629,0636,0679,066E
0C,1B1C,0628,0633,0678,066D
0C,1B1D,0628,0633,0677,066C
0C,1B1E,062A,0635,0679,066E
0C,1B1F,062B,0637,067A,066F
0C,1B20,062A,0636,0679,066D
0C,1B21,0629,0634,0678,066C
0C,1B22,0627,0635,0679,066B
0C,1B23,0629,0638,067B,066D
0C,1B24,0629,063A,067C,066D
0C,1B25,0627,0638,067B,066B
0C,1B26,0625,0637,067B,0669
0C,1B27,0626,0637,067A,0669
0C,1B28,0628,063A,067B,066B
0C,1B29,0629,063A,067C,066C
0C,1B2A,0628,0638,067B,066B
0C,1B2B,0627,0635,0679,066B
0C,1B2C,0628,0635,0678,066B
0C,1B2D,062A,0636,0679,066E
0C,1B2E,062C,0637,0678,066F
0C,1B2F,062A,0633,0678,066E
0C,1B30,0628,0632,0678,066D
0C,1B31,0627,0633,0677,066D
0C,1B32,062A,0633,0679,0671
0C,1B33,062C,0636,0679,0670
0C,1B34,062A,0635,0678,066E
0C,1B35,0629,0633,0677,066D
0C,1B36,0628,0636,0678,066B
0C,1B37,0629,0639,067B,066C
0C,1B38,062A,0639,067B,066D
0C,1B39,0627,0638,067B,066B
0C,1B3A,0626,0638,067A,0668
0C,1B3B,0626,0637,067A,0669
0C,1B3C,0628,0639,067B,066C
0C,1B3D,0629,063A,067B,066C
0C,1B3E,0629,0637,067A,066C
0C,1B3F,0628,0634,0679,066C
0C,1B40,0627,0635,0679,066C
0C,1B41,062A,0637,067B,066E
0C,1B42,062A,0637,067B,066F
0C,1B43,0629,0636,067A,066D
0C,1B44,0628,0635,0678,066B
0C,1B45,0629,0635,0678,066D
0C,1B46,062B,0638,0679,066E
0C,1B47,062B,0638,067A,066D
0C,1B48,062A,0636,0679,066C
0C,1B49,0627,0635,0678,066B
0C,1B4A,0627,0636,0679,066A
0C,1B4B,0629,0638,067B,066D
0C,1B4C,0629,0639,067B,066D
0C,1B4D,0627,0638,067A,066B
0C,1B4E,0627,0636,067A,066A
0C,1B4F,0627,0636,0679,066B
0C,1B50,0629,0639,067B,066D
0C,1B51,0629,0638,067B,066D
0C,1B52,0628,0637,067A,066C
0C,1B53,0627,0635,0679,066B
0C,1B54,0628,0636,0679,066C
0C,1B55,0629,0638,067A,066E
0C,1B56,0629,0637,067B,066E
0C,1B57,0628,0636,067A,066C
0C,1B58,0627,0634,0679,066B
0C,1B59,0628,0635,0678,066C
0C,1B5A,062A,0638,067A,066D
0C,1B5B,0629,0638,067A,066D
0C,1B5C,0628,0637,0679,066A
0C,1B5D,0627,0635,0679,066B
0C,1B5E,0627,0637,067A,066B
0C,1B5F,0629,0638,067C,066D
0C,1B60,0629,0638,067B,066E
0C,1B61,0629,0636,067A,066D
0C,1B62,0628,0635,0678,066B
0C,1B63,0629,0635,0678,066D
0C,1B64,062A,0637,0679,066F
0C,1B65,062A,0637,0679,066E
0C,1B66,0629,0635,0679,066D
0C,1B67,0627,0633,0678,066D
0C,1B68,0628,0635,0678,066D
0C,1B69,062A,0638,067A,066E
0C,1B6A,0629,0637,067A,066D
0C,1B6B,0627,0636,067A,066B
0C,1B6C,0627,0636,067A,0669
0C,1B6D,0626,0638,067B,066B
0C,1B6E,0628,0639,067C,066D
0C,1B6F,0628,063A,067C,066B
0C,1B70,0627,0638,067B,066A
0C,1B71,0626,0636,067A,0669
0C,1B72,0626,0638,067B,066A
0C,1B73,0629,0639,067B,066D
0C,1B74,0629,0638,067A,066D
0C,1B75,0628,0635,0679,066C
0C,1B76,0627,0635,0678,066A
0C,1B77,0629,0636,0679,066D
0C,1B78,0629,0637,067B,066F
0C,1B79,0629,0637,0679,066E
0C,1B7A,0629,0634,0677,066E
0C,1B7B,0629,0634,0677,066C
0C,1B7C,062A,0636,0677,066E
0C,1B7D,062B,0637,067A,0670
0C,1B7E,062A,0637,0679,066F
0C,1B7F,0628,0635,0679,066D
0C,1B80,0628,0634,0677,066C
0C,1B81,0628,0636,0679,066D
0C,1B82,0629,0638,067B,066E
0C,1B83,0629,0637,0679,066D
0C,1B84,0628,0635,0679,066B
0C,1B85,0627,0635,0678,066B
0C,1B86,0629,0637,067A,066C
0C,1B87,062A,0638,067A,066D
0C,1B88,0628,0638,067A,066C
0C,1B89,0628,0636,067A,066B
0C,1B8A,0627,0635,0679,066A
0C,1B8B,0627,0638,067B,066C
0C,1B8C,0629,0639,067B,066D
0C,1B8D,0628,0638,067A,066C
0C,1B8E,0627,0636,067A,066B
0C,1B8F,0627,0635,0678,066A
0C,1B90,0628,0638,067A,066C
0C,1B91,062A,0639,067B,066D
0C,1B92,0628,0638,067A,066C
0C,1B93,0627,0636,067A,066A
0C,1B94,0626,0634,0679,066A
0C,1B95,0627,0638,067B,066C
0C,1B96,0629,0639,067B,066D
0C,1B97,0628,0637,067A,066C
0C,1B98,0628,0636,0679,066B
0C,1B99,0627,0635,0679,066B
0C,1B9A,0629,0637,067A,066D
0C,1B9B,062A,0638,067A,066E
0C,1B9C,0629,0637,067A,066E
0C,1B9D,0628,0634,0678,066C
0C,1B9E,0628,0633,0677,066C
0C,1B9F,062A,0636,0679,066E
0C,1BA0,062B,0636,067A,066F
0C,1BA1,062A,0635,0678,066E
0C,1BA2,0629,0633,0677,066D
0C,1BA3,0627,0633,0678,066C
0C,1BA4,062A,0637,0679,066D
0C,1BA5,062A,0638,067A,066E
0C,1BA6,0628,0637,067B,066D
0C,1BA7,0627,0636,067A,066B
0C,1BA8,0626,0635,0679,066A
0C,1BA9,0629,0638,067B,066C
0C,1BAA,062A,063A,067B,066D
0C,1BAB,0628,0638,067B,066B
0C,1BAC,0627,0636,0679,066B
0C,1BAD,0626,0636,0679,066A
0C,1BAE,0629,0638,067A,066D
0C,1BAF,062A,0637,067A,066E
0C,1BB0,0629,0637,067A,066D
0C,1BB1,0628,0635,0678,066B
0C,1BB2,0627,0633,0678,066C
0C,1BB3,0629,0637,067A,066E
0C,1BB4,062A,0638,067A,066F
0C,1BB5,062A,0636,0679,066D
0C,1BB6,0628,0635,0679,066C
0C,1BB7,0627,0634,0678,066B
0C,1BB8,062A,0637,067A,066D
0C,1BB9,0629,0638,067B,066E
0C,1BBA,0628,0637,067A,066D
0C,1BBB,0628,0635,0679,066C
0C,1BBC,0627,0633,0679,066C
0C,1BBD,062A,0636,0679,066E
0C,1BBE,062B,0638,067A,066F
0C,1BBF,0629,0635,0679,066E
0C,1BC0,0628,0634,0678,066C
0C,1BC1,0627,0634,0678,066C
0C,1BC2,0629,0636,067A,066E
0C,1BC3,062A,0637,067A,066E
0C,1BC4,0628,0636,067A,066D
0C,1BC5,0627,0635,0679,066B
0C,1BC6,0627,0634,0678,066C
0C,1BC7,0629,0637,067A,066D
0C,1BC8,062A,0638,067B,066E
0C,1BC9,0629,0637,0679,066C
0C,1BCA,0628,0634,0678,066B
0C,1BCB,0628,0634,0678,066C
0C,1BCC,062A,0637,0679,066E
0C,1BCD,062A,0637,067A,066E
0C,1BCE,0629,0636,0679,066D
0C,1BCF,0628,0634,0678,066C
0C,1BD0,0627,0634,0679,066C
0C,1BD1,062A,0637,067A,066E
0C,1BD2,062A,0638,067A,066E
0C,1BD3,0629,0637,067A,066D
0C,1BD4,0628,0634,0678,066C
0C,1BD5,0628,0635,0678,066C
0C,1BD6,062A,0638,067A,066E
0C,1BD7,062A,0637,067A,066F
0C,1BD8,0629,0636,0679,066C
0C,1BD9,0628,0635,0678,066B
0C,1BDA,0627,0635,0678,066C
0C,1BDB,0629,0638,067A,066D
0C,1BDC,0629,0639,067B,066D
0C,1BDD,0628,0636,067A,066C
0C,1BDE,0627,0635,0679,066A
0C,1BDF,0627,0636,0679,066B
0C,1BE0,0629,0638,067B,066D
0C,1BE1,062A,0638,067A,066D
0C,1BE2,0629,0636,0679,066D
0C,1BE3,0628,0633,0678,066C
0C,1BE4,0628,0633,0678,066E
0C,1BE5,062B,0636,0679,0670
0C,1BE6,062C,0636,0678,066F
0C,1BE7,062A,0633,0678,066F
0C,1BE8,0629,0632,0677,066D
0C,1BE9,0629,0633,0677,066E
0C,1BEA,062B,0635,0679,0670
0C,1BEB,062A,0636,0679,066F
0C,1BEC,0629,0635,0678,066D
0C,1BED,0628,0633,0677,066B
0C,1BEE,0627,0635,0679,066D
0C,1BEF,062A,0637,067A,066D
0C,1BF0,062A,0637,067A,066D
0C,1BF1,0629,0635,0679,066D
0C,1BF2,0627,0635,0678,066B
0C,1BF3,0628,0635,0678,066C
0C,1BF4,062A,0638,067A,066D
0C,1BF5,0629,0638,067B,066E
0C,1BF6,0628,0636,067A,066C
0C,1BF7,0627,0635,0678,066B
0C,1BF8,0627,0637,067A,066C
0C,1BF9,0629,0638,067B,066C
0C,1BFA,0629,0639,067A,066C
0C,1BFB,0628,0637,067A,066B
0C,1BFC,0627,0635,0679,066A
0C,1BFD,0628,0636,0679,066B
0C,1BFE,062A,0638,067B,066D
0C,1BFF,0629,0637,067A,066E
0C,1C00,0629,0635,0679,066C
0C,1C01,0628,0633,0677,066C
0C,1C02,0629,0635,0678,066D
0C,1C03,062B,0636,0679,066F
0C,1C04,062A,0636,0678,066F
0C,1C05,062A,0634,0678,066D
0C,1C06,0629,0634,0677,066C
0C,1C07,062A,0635,0678,066D
0C,1C08,062A,0637,067A,066E
0C,1C09,0629,0636,067A,066E
0C,1C0A,0628,0634,0679,066D
0C,1C0B,0627,0633,0677,066B
0C,1C0C,0629,0635,0679,066D
0C,1C0D,062A,0637,0679,066F
0C,1C0E,062A,0636,0678,066E
0C,1C0F,0629,0635,0678,066C
0C,1C10,0628,0634,0678,066B
0C,1C11,0628,0636,0679,066C
0C,1C12,0629,0638,067B,066E
0C,1C13,0628,0638,067B,066C
0C,1C14,0628,0637,067A,066B
0C,1C15,0627,0634,0678,066A
0C,1C16,0628,0636,067A,066C
0C,1C17,062A,0638,067A,066D
0C,1C18,0629,0637,0679,066D
0C,1C19,0628,0634,0679,066B
0C,1C1A,0627,0635,0679,066A
0C,1C1B,0628,0635,0679,066C
0C,1C1C,0629,0637,067A,066F
0C,1C1D,0629,0636,0679,066D
0C,1C1E,0628,0635,0679,066C
0C,1C1F,0627,0634,0678,066B
0C,1C20,0629,0637,0679,066C
0C,1C21,062A,0638,067A,066E
0C,1C22,0629,0636,067A,066D
0C,1C23,0628,0635,0679,066B
0C,1C24,0628,0635,0678,066B
0C,1C25,0629,0636,067A,066E
0C,1C26,062A,0637,067A,066F
0C,1C27,0629,0636,0679,066E
0C,1C28,0628,0633,0678,066C
0C,1C29,0627,0632,0677,066C
0C,1C2A,0629,0635,0678,066D
0C,1C2B,062A,0636,0678,066F
0C,1C2C,062A,0635,0678,066E
0C,1C2D,0629,0634,0678,066C
0C,1C2E,0627,0634,0678,066C
0C,1C2F,0628,0636,067A,066D
0C,1C30,0629,0638,067B,066E
0C,1C31,0629,0637,067A,066D
0C,1C32,0627,0636,0679,066B
0C,1C33,0628,0634,0678,066B
0C,1C34,062A,0637,0679,066D
0C,1C35,062A,0638,067A,066E
0C,1C36,0629,0636,067A,066D
0C,1C37,0627,0635,0679,066C
0C,1C38,0626,0634,0678,066B
0C,1C39,0628,0637,0679,066D
0C,1C3A,0629,0638,067B,066E
0C,1C3B,0629,0637,067A,066C
0C,1C3C,0628,0636,0679,066B
0C,1C3D,0627,0635,0678,066B
0C,1C3E,0629,0638,067A,066D
0C,1C3F,062A,0639,067B,066D
0C,1C40,0628,0636,067A,066C
0C,1C41,0627,0634,0679,066B
0C,1C42,0627,0634,0678,066B
0C,1C43,0629,0636,067A,066E
0C,1C44,062A,0638,067A,066F
0C,1C45,062A,0635,0678,066D
0C,1C46,0628,0633,0677,066C
0C,1C47,0628,0633,0677,066C
0C,1C48,062A,0636,0678,066E
0C,1C49,062B,0637,0679,066E
0C,1C4A,0628,0636,0679,066D
0C,1C4B,0627,0634,0679,066C
0C,1C4C,0627,0634,0678,066B
0C,1C4D,0629,0637,0679,066D
0C,1C4E,062A,0639,067A,066E
